BookID,Location,Authors,OriginalTitle,title,language_code,AverageRating,image_url,small_image_url
1032,online, Wayne B. Nelson,Introduction to Statistics and Data Analysis,Introduction to Statistics and Data Analysis,eng,4.08,https://images.gr-assets.com/books/1442324525m/44452.jpg,https://images.gr-assets.com/books/1442324525s/44452.jpg
1033,online," Dmitry Vostokov,  and , Software Diagnostics Institute",Regression Analysis with R: Design and develop statistical nodes to identify unique relationships within data at scale,Regression Analysis with R: Design and develop statistical nodes to identify unique relationships within data at scale,eng,3.91,https://images.gr-assets.com/books/1322425423m/435442.jpg,https://images.gr-assets.com/books/1322425423s/435442.jpg
1034,online, Gary Koop,Data and Analytics Strategy for Business: Unlock Data Assets and Increase Innovation with a Results-Driven Data Strategy,Data and Analytics Strategy for Business: Unlock Data Assets and Increase Innovation with a Results-Driven Data Strategy,eng,4.18,https://images.gr-assets.com/books/1244442224m/41444.jpg,https://images.gr-assets.com/books/1244442224s/41444.jpg
1035,online,,POWER BI FOR BEGINNERS 2022: A SIMPLE AND DIRECT GUIDE TO DATA ANALYSIS USING POWER BI,POWER BI FOR BEGINNERS 2022: A SIMPLE AND DIRECT GUIDE TO DATA ANALYSIS USING POWER BI,eng,4.08,https://images.gr-assets.com/books/1325211425m/5554.jpg,https://images.gr-assets.com/books/1325211425s/5554.jpg
1036,online, Cliff Ragsdale,"Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)","Accelerated Testing: Statistical Models, Test Plans, and Data Analysis (Wiley Series in Probability and Statistics)",eng,4.37,https://images.gr-assets.com/books/1344525445m/15542441.jpg,https://images.gr-assets.com/books/1344525445s/15542441.jpg
1037,online," Michael Mitzenmacher,  and , Eli Upfal","Memory Dump Analysis Anthology, Volume 3, Revised Edition (Memory Dump Analysis Anthology (Diagnomicon))","Memory Dump Analysis Anthology, Volume 3, Revised Edition (Memory Dump Analysis Anthology (Diagnomicon))",eng,3.81,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1038,online,,Analysis of Economic Data,Analysis of Economic Data,eng,3.79,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1039,online,,Approximation Theory and Algorithms for Data Analysis (Texts in Applied Mathematics Book 68),Approximation Theory and Algorithms for Data Analysis (Texts in Applied Mathematics Book 68),eng,3.28,https://images.gr-assets.com/books/1322444453m/5544444.jpg,https://images.gr-assets.com/books/1322444453s/5544444.jpg
1040,online," Oz du Soleil,  and , Bill Jelen",Spreadsheet Modeling and Decision Analysis: A Practical Introduction to Business Analytics (MindTap Course List),Spreadsheet Modeling and Decision Analysis: A Practical Introduction to Business Analytics (MindTap Course List),eng,3.8,https://images.gr-assets.com/books/1354424225m/15442534.jpg,https://images.gr-assets.com/books/1354424225s/15442534.jpg
1041,online,,Probability and Computing: Randomization and Probabilistic Techniques in Algorithms and Data Analysis,Probability and Computing: Randomization and Probabilistic Techniques in Algorithms and Data Analysis,eng,4.18,https://images.gr-assets.com/books/1324545422m/12525.jpg,https://images.gr-assets.com/books/1324545422s/12525.jpg
1042,online, Philipp K. Janert,The Algorithm Design Manual (Texts in Computer Science),The Algorithm Design Manual (Texts in Computer Science),en-US,3.97,https://images.gr-assets.com/books/1424444351m/345.jpg,https://images.gr-assets.com/books/1424444351s/345.jpg
1043,online,,"Data Structures and Algorithm Analysis in C  , Third Edition (Dover Books on Computer Science)","Data Structures and Algorithm Analysis in C  , Third Edition (Dover Books on Computer Science)",en-US,4.1,https://images.gr-assets.com/books/1342245444m/1524445.jpg,https://images.gr-assets.com/books/1342245444s/1524445.jpg
1044,online, Kristin H. Jarman,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013,Guerrilla Data Analysis Using Microsoft Excel: 2nd Edition Covering Excel 2010/2013,eng,3.89,https://images.gr-assets.com/books/1442545454m/22414444.jpg,https://images.gr-assets.com/books/1442545454s/22414444.jpg
1045,online," Lyn D. Sharratt,  and , Michael Fullan","Learning the Pandas Library: Python Tools for Data Munging, Analysis, and Visual","Learning the Pandas Library: Python Tools for Data Munging, Analysis, and Visual",eng,4.1,https://images.gr-assets.com/books/1343454542m/15124145.jpg,https://images.gr-assets.com/books/1343454542s/15124145.jpg
1046,online,,Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists,Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists,eng,3.85,https://images.gr-assets.com/books/1432335214m/23453112.jpg,https://images.gr-assets.com/books/1432335214s/23453112.jpg
1047,online," Abhijit Mohanta,  and , Anoop Saldanha",PYTHON DATA ANALYTICS: Advanced and Effective Strategies of Using Python Data Analytics,PYTHON DATA ANALYTICS: Advanced and Effective Strategies of Using Python Data Analytics,eng,4.24,https://images.gr-assets.com/books/1424451344m/11544334.jpg,https://images.gr-assets.com/books/1424451344s/11544334.jpg
1048,online, Tonny J. Oyana,The Art of Data Analysis: How to Answer Almost Any Question Using Basic Statistics,The Art of Data Analysis: How to Answer Almost Any Question Using Basic Statistics,en-US,4.07,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1049,online, Winston Chang,Putting FACES on the Data: What Great Leaders and Teachers Do!,Putting FACES on the Data: What Great Leaders and Teachers Do!,eng,4.17,https://images.gr-assets.com/books/1445442453m/45424.jpg,https://images.gr-assets.com/books/1445442453s/45424.jpg
1050,online," Michael Friendly,  and , Howard Wainer",Astronomical Image and Data Analysis (Astronomy and Astrophysics Library),Astronomical Image and Data Analysis (Astronomy and Astrophysics Library),eng,3.96,https://images.gr-assets.com/books/1244241444m/2115445.jpg,https://images.gr-assets.com/books/1244241444s/2115445.jpg
1051,online, Scott Mccoy,Malware Analysis and Detection Engineering: A Comprehensive Approach to Detect and Analyze Modern Malware,Malware Analysis and Detection Engineering: A Comprehensive Approach to Detect and Analyze Modern Malware,eng,3.88,https://images.gr-assets.com/books/1354521454m/33512.jpg,https://images.gr-assets.com/books/1354521454s/33512.jpg
1052,online, Charles D. Ghilani,Spatial Analysis with R,Spatial Analysis with R,eng,3.96,https://images.gr-assets.com/books/1314442444m/3422445.jpg,https://images.gr-assets.com/books/1314442444s/3422445.jpg
1053,online, Jamie Keet,R Graphics Cookbook: Practical Recipes for Visualizing Data,R Graphics Cookbook: Practical Recipes for Visualizing Data,eng,3.98,https://images.gr-assets.com/books/1342244324m/5243.jpg,https://images.gr-assets.com/books/1342244324s/5243.jpg
1054,online, Khameel B. Mustapha,A History of Data Visualization and Graphic Communication,A History of Data Visualization and Graphic Communication,,3.56,https://images.gr-assets.com/books/1332414552m/13125444.jpg,https://images.gr-assets.com/books/1332414552s/13125444.jpg
1055,online,,Murach's R for Data Analysis,Murach's R for Data Analysis,eng,3.99,https://images.gr-assets.com/books/134543511m/14534.jpg,https://images.gr-assets.com/books/134543511s/14534.jpg
1056,online," Olaf Behnke, Kevin Krninger, et al.",Adjustment Computations: Spatial Data Analysis,Adjustment Computations: Spatial Data Analysis,eng,3.86,https://images.gr-assets.com/books/1322542242m/535441.jpg,https://images.gr-assets.com/books/1322542242s/535441.jpg
1057,online," Robert D. Gibbons,  and , Donald Hedeker","Microsoft Office 365 for Beginners: 12 Books In 1. The Ultimate Guide to Master the Microsoft Suite the Quick & Easy Way | Including Excel, Word, PowerPoint, OneNote, OneDrive, Outlook, Teams and More","Microsoft Office 365 for Beginners: 12 Books In 1. The Ultimate Guide to Master the Microsoft Suite the Quick & Easy Way | Including Excel, Word, PowerPoint, OneNote, OneDrive, Outlook, Teams and More",,3.83,https://images.gr-assets.com/books/1423144225m/5345.jpg,https://images.gr-assets.com/books/1423144225s/5345.jpg
1058,online,,Practical Finite Element Simulations with SOLIDWORKS 2022: An illustrated guide to performing static analysis with SOLIDWORKS Simulation,Practical Finite Element Simulations with SOLIDWORKS 2022: An illustrated guide to performing static analysis with SOLIDWORKS Simulation,eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1059,online,,DATA ANALYTICS: A Comprehensive Beginners Guide To Learn About The Realms Of Data Analytics From A-Z,DATA ANALYTICS: A Comprehensive Beginners Guide To Learn About The Realms Of Data Analytics From A-Z,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1060,online, Martin Kleppmann,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods,Data Analysis in High Energy Physics: A Practical Guide to Statistical Methods,en-US,4.07,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1061,online, Sonyl Nagale,Longitudinal Data Analysis,Longitudinal Data Analysis,en-US,3.97,https://images.gr-assets.com/books/1345444442m/423242.jpg,https://images.gr-assets.com/books/1345444442s/423242.jpg
1062,online, Inc. BarCharts,"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)","The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)",eng,3.85,https://images.gr-assets.com/books/1422443524m/22415252.jpg,https://images.gr-assets.com/books/1422443524s/22415252.jpg
1063,online, Jan Lukavsky,Statistical Analysis of Network Data with R (Use R!),Statistical Analysis of Network Data with R (Use R!),eng,3.77,https://images.gr-assets.com/books/1341353244m/4414.jpg,https://images.gr-assets.com/books/1341353244s/4414.jpg
1064,online, Andres Fortino PhD,"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems","Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",eng,3.98,https://images.gr-assets.com/books/124544514m/5542.jpg,https://images.gr-assets.com/books/124544514s/5542.jpg
1065,online,,Hands-on JavaScript for Python Developers: Leverage your Python knowledge to quickly learn JavaScript and advance your web development career,Hands-on JavaScript for Python Developers: Leverage your Python knowledge to quickly learn JavaScript and advance your web development career,eng,4.21,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1066,online," Norman Fenton,  and , Martin Neil",Excel: Pivot Tables & Charts (Quick Study Computer),Excel: Pivot Tables & Charts (Quick Study Computer),en-US,3.96,https://images.gr-assets.com/books/1341444555m/5521445.jpg,https://images.gr-assets.com/books/1341444555s/5521445.jpg
1067,online," Vitor Bianchi Lanzetta, Nataraj Dasgupta, et al.",Building Big Data Pipelines with Apache Beam: Use a single programming model for both batch and stream data processing,Building Big Data Pipelines with Apache Beam: Use a single programming model for both batch and stream data processing,en-US,4.17,https://images.gr-assets.com/books/1311453211m/4422.jpg,https://images.gr-assets.com/books/1311453211s/4422.jpg
1068,online, Mike Grigsby,Data Analysis For Business Decisions 2E: A Laboratory Manual,Data Analysis For Business Decisions 2E: A Laboratory Manual,en-US,4.06,https://images.gr-assets.com/books/1421311322m/24224.jpg,https://images.gr-assets.com/books/1421311322s/24224.jpg
1069,online," Humble,  and , Elise Radina",Data Analysis with Mplus (Methodology in the Social Sciences),Data Analysis with Mplus (Methodology in the Social Sciences),en-US,3.95,https://images.gr-assets.com/books/1325114524m/4422344.jpg,https://images.gr-assets.com/books/1325114524s/4422344.jpg
1070,online," Shashikant Kulkarni,  and , Somak Roy",Risk Assessment and Decision Analysis with Bayesian Networks,Risk Assessment and Decision Analysis with Bayesian Networks,eng,4.14,https://images.gr-assets.com/books/1342544444m/112452.jpg,https://images.gr-assets.com/books/1342544444s/112452.jpg
1071,online,,Hands-On Data Science with R: Techniques to perform data manipulation and mining to build smart analytical models using R,Hands-On Data Science with R: Techniques to perform data manipulation and mining to build smart analytical models using R,en-US,4.1,https://images.gr-assets.com/books/1445432545m/234154.jpg,https://images.gr-assets.com/books/1445432545s/234154.jpg
1072,online,,Marketing Analytics: A Practical Guide to Improving Consumer Insights Using Data Techniques,Marketing Analytics: A Practical Guide to Improving Consumer Insights Using Data Techniques,en-US,3.73,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1073,online, Dylan Penny,"How Qualitative Data Analysis Happens: Moving Beyond ""Themes Emerged""","How Qualitative Data Analysis Happens: Moving Beyond ""Themes Emerged""",eng,3.76,https://images.gr-assets.com/books/1344354434m/5444.jpg,https://images.gr-assets.com/books/1344354434s/5444.jpg
1074,online, Alan Agresti,"Clinical Genomics, Second Edition: A Guide to Clinical Next Generation Sequencing","Clinical Genomics, Second Edition: A Guide to Clinical Next Generation Sequencing",en-GB,4.16,https://images.gr-assets.com/books/1414343155m/4452.jpg,https://images.gr-assets.com/books/1414343155s/4452.jpg
1075,online, Bernard Marr,Python NumPy for Beginners: NumPy Specialization for Data Science (Python for Beginners in Data Science and Data Analysis Book 1),Python NumPy for Beginners: NumPy Specialization for Data Science (Python for Beginners in Data Science and Data Analysis Book 1),fre,3.81,https://images.gr-assets.com/books/1344213452m/5425.jpg,https://images.gr-assets.com/books/1344213452s/5425.jpg
1076,online," Blaine Bateman, Saikat Basak, et al.",Python Programming for Beginners: 2 Books in 1 - The Ultimate Step-by-Step Guide To Learn Python Programming Quickly with Practical Exercises (Computer Programming),Python Programming for Beginners: 2 Books in 1 - The Ultimate Step-by-Step Guide To Learn Python Programming Quickly with Practical Exercises (Computer Programming),eng,3.45,https://images.gr-assets.com/books/1441354524m/25451154.jpg,https://images.gr-assets.com/books/1441354524s/25451154.jpg
1077,online," Yu Xie,  and , Daniel Powers",Python Programming: 3 Books in 1: The Complete Beginners Guide to Learning the Most Popular Programming Language,Python Programming: 3 Books in 1: The Complete Beginners Guide to Learning the Most Popular Programming Language,eng,3.99,https://images.gr-assets.com/books/1345342441m/21324.jpg,https://images.gr-assets.com/books/1345342441s/21324.jpg
1078,online," Avinash Navlani, Armando Fandango, et al.",Categorical Data Analysis,Categorical Data Analysis,en-GB,3.98,https://images.gr-assets.com/books/1312444242m/1433.jpg,https://images.gr-assets.com/books/1312444242s/1433.jpg
1079,online,,Data-Driven HR: How to Use Analytics and Metrics to Drive Performance,Data-Driven HR: How to Use Analytics and Metrics to Drive Performance,en-US,3.6,https://images.gr-assets.com/books/1341342412m/1353.jpg,https://images.gr-assets.com/books/1341342412s/1353.jpg
1080,online," Joshua N. Milligan, Blair Hutchinson, et al.",The Pandas Workshop: A comprehensive guide to using Python for data analysis with real-world case studies,The Pandas Workshop: A comprehensive guide to using Python for data analysis with real-world case studies,eng,4.02,https://images.gr-assets.com/books/1344242144m/12244452.jpg,https://images.gr-assets.com/books/1344242144s/12244452.jpg
1081,online," Alfred Z. Spector, Peter Norvig, et al.","Statistical Methods for Categorical Data Analysis, 2nd Edition","Statistical Methods for Categorical Data Analysis, 2nd Edition",eng,4.29,https://images.gr-assets.com/books/1344453443m/12454233.jpg,https://images.gr-assets.com/books/1344453443s/12454233.jpg
1082,online,,"Python Data Analysis: Perform data collection, data processing, wrangling, visualization, and model building using Python, 3rd Edition","Python Data Analysis: Perform data collection, data processing, wrangling, visualization, and model building using Python, 3rd Edition",eng,3.82,https://images.gr-assets.com/books/1424222452m/14255234.jpg,https://images.gr-assets.com/books/1424222452s/14255234.jpg
1083,online," Fred Ramsey,  and , Daniel Schafer",R for Data Analysis in easy steps - R Programming essentials,R for Data Analysis in easy steps - R Programming essentials,eng,3.77,https://images.gr-assets.com/books/1324142544m/52442.jpg,https://images.gr-assets.com/books/1324142544s/52442.jpg
1084,online,,"Learning Tableau 2022: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities, 5th Edition","Learning Tableau 2022: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities, 5th Edition",eng,3.76,https://images.gr-assets.com/books/1344234445m/54414.jpg,https://images.gr-assets.com/books/1344234445s/54414.jpg
1085,online," Franzi Korner-Nievergelt, Tobias Roth, et al.","Data Science in Context: Foundations, Challenges, Opportunities","Data Science in Context: Foundations, Challenges, Opportunities",en-GB,3.43,https://images.gr-assets.com/books/1245541224m/55544.jpg,https://images.gr-assets.com/books/1245541224s/55544.jpg
1086,online, Haksun Li  PhD,"Data Structures and Algorithm Analysis in Java, Third Edition (Dover Books on Computer Science)","Data Structures and Algorithm Analysis in Java, Third Edition (Dover Books on Computer Science)",eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1087,online," Benjamin Farrar,  and , Ryan Simpson",The Statistical Sleuth: A Course in Methods of Data Analysis,The Statistical Sleuth: A Course in Methods of Data Analysis,en-US,4.09,https://images.gr-assets.com/books/1345453241m/14254.jpg,https://images.gr-assets.com/books/1345453241s/14254.jpg
1088,online,,Deep Learning: A Comprehensive Guide to Python Coding and Programming Machine Learning and Neural Networks for Data Analysis (Python Programming Deep Learning),Deep Learning: A Comprehensive Guide to Python Coding and Programming Machine Learning and Neural Networks for Data Analysis (Python Programming Deep Learning),eng,3.92,https://images.gr-assets.com/books/1355244445m/31443.jpg,https://images.gr-assets.com/books/1355244445s/31443.jpg
1089,online," Thomas H. Cormen, Charles E. Leiserson, et al.","Bayesian Data Analysis in Ecology Using Linear Models with R, BUGS, and Stan","Bayesian Data Analysis in Ecology Using Linear Models with R, BUGS, and Stan",eng,4,https://images.gr-assets.com/books/1424424522m/34524.jpg,https://images.gr-assets.com/books/1424424522s/34524.jpg
1090,online, Brian Larson,"Numerical Methods Using Kotlin: For Data Science, Analysis, and Engineering","Numerical Methods Using Kotlin: For Data Science, Analysis, and Engineering",eng,4.13,https://images.gr-assets.com/books/1423554234m/24522.jpg,https://images.gr-assets.com/books/1423554234s/24522.jpg
1091,online, Erica Thompson,"Data Analyses: Detailed, Scientific, and Business-Oriented Data Reading Skills","Data Analyses: Detailed, Scientific, and Business-Oriented Data Reading Skills",nl,4.11,https://images.gr-assets.com/books/1324545245m/55344.jpg,https://images.gr-assets.com/books/1324545245s/55344.jpg
1092,online, Ashish Kumar,Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),eng,3.98,https://images.gr-assets.com/books/1345555433m/14255441.jpg,https://images.gr-assets.com/books/1345555433s/14255441.jpg
1093,online, Inc. BarCharts,"Introduction to Algorithms, 3rd Edition (The MIT Press)","Introduction to Algorithms, 3rd Edition (The MIT Press)",en-US,4.02,https://images.gr-assets.com/books/1324444444m/5452142.jpg,https://images.gr-assets.com/books/1324444444s/5452142.jpg
1094,online, Paul Houghton,Data Analysis with Microsoft Power BI,Data Analysis with Microsoft Power BI,eng,3.76,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1095,online,,Escape from Model Land: How Mathematical Models Can Lead Us Astray and What We Can Do About It,Escape from Model Land: How Mathematical Models Can Lead Us Astray and What We Can Do About It,eng,3.89,https://images.gr-assets.com/books/1325212514m/213453.jpg,https://images.gr-assets.com/books/1325212514s/213453.jpg
1096,online," Soheil Bakhshi,  and , Christian Wade","Mastering pandas: A complete guide to pandas, from installation to advanced data analysis techniques, 2nd Edition","Mastering pandas: A complete guide to pandas, from installation to advanced data analysis techniques, 2nd Edition",eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1097,online,,Excel Tips & Tricks (Quick Study Computer),Excel Tips & Tricks (Quick Study Computer),,3.91,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1098,online, Kieran Healy,Data Engineering with Alteryx: Helping data engineers apply DataOps practices with Alteryx,Data Engineering with Alteryx: Helping data engineers apply DataOps practices with Alteryx,eng,4.14,https://images.gr-assets.com/books/1344534453m/14424445.jpg,https://images.gr-assets.com/books/1344534453s/14424445.jpg
1099,online,,Big and Complex Data Analysis: Methodologies and Applications (Contributions to Statistics),Big and Complex Data Analysis: Methodologies and Applications (Contributions to Statistics),eng,4.31,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1100,online,,Expert Data Modeling with Power BI: Get the best out of Power BI by building optimized data models for reporting and business needs,Expert Data Modeling with Power BI: Get the best out of Power BI by building optimized data models for reporting and business needs,en-US,4.27,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1101,online," Sergio Rey, Dani Arribas-Bel, et al.","The Esri Guide to GIS Analysis, Volume 1: Geographic Patterns and Relationships (The Esri Guide to GIS Analysis, 1)","The Esri Guide to GIS Analysis, Volume 1: Geographic Patterns and Relationships (The Esri Guide to GIS Analysis, 1)",en-US,3.91,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1102,online, Todd E. Hudson,Data Visualization: A Practical Introduction,Data Visualization: A Practical Introduction,eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1103,online, Matthew A. Barsalou,"Applied Spatial Data Analysis with R (Use R!, 10)","Applied Spatial Data Analysis with R (Use R!, 10)",,4.15,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1104,online," Michael C. Whitlock,  and , Dolph Schluter","PYTHON ALGORITHMS: A Complete Guide to Learn Python for Data Analysis, Machine Learning, and Coding from Scratch (Python programming language)","PYTHON ALGORITHMS: A Complete Guide to Learn Python for Data Analysis, Machine Learning, and Coding from Scratch (Python programming language)",en-GB,3.76,https://images.gr-assets.com/books/1433152454m/25444421.jpg,https://images.gr-assets.com/books/1433152454s/25444421.jpg
1105,online," Yulei He, Guangyu Zhang, et al.",Geographic Data Science with Python (Chapman & Hall/CRC Texts in Statistical Science),Geographic Data Science with Python (Chapman & Hall/CRC Texts in Statistical Science),eng,3.86,https://images.gr-assets.com/books/1342525344m/54.jpg,https://images.gr-assets.com/books/1342525344s/54.jpg
1106,online, Joel Lawhead,Bayesian Data Analysis for the Behavioral and Neural Sciences,Bayesian Data Analysis for the Behavioral and Neural Sciences,en-US,4.28,https://images.gr-assets.com/books/1144525441m/14244.jpg,https://images.gr-assets.com/books/1144525441s/14244.jpg
1107,online, Steve Nico Williams,Root Cause Analysis,Root Cause Analysis,,3.76,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1108,online, Codeone Publishing,"The Analysis of Biological Data, Second Edition","The Analysis of Biological Data, Second Edition",eng,4.28,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1109,online, Carol Grbich,Multiple Imputation of Missing Data in Practice: Basic Theory and Analysis Strategies (Chapman & Hall/CRC Interdisciplinary Statistics),Multiple Imputation of Missing Data in Practice: Basic Theory and Analysis Strategies (Chapman & Hall/CRC Interdisciplinary Statistics),en-US,4.34,https://images.gr-assets.com/books/134342454m/4444424.jpg,https://images.gr-assets.com/books/134342454s/4444424.jpg
1110,online, Wayne Winston,"Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition","Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition",eng,4.33,https://images.gr-assets.com/books/142522515m/24445514.jpg,https://images.gr-assets.com/books/142522515s/24445514.jpg
1111,online," Wan Tang, Hua He, et al.",The Ultimate Guide To Understanding NFTs,The Ultimate Guide To Understanding NFTs,eng,3.41,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1112,online, Rob Kitchin,Python Programming for Beginners: The #1 Python Programming Crash Course to Learn Python Coding Well and Fast (with Hands-On Exercises),Python Programming for Beginners: The #1 Python Programming Crash Course to Learn Python Coding Well and Fast (with Hands-On Exercises),eng,4.21,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
1113,online, Vince Buffalo,Qualitative Data Analysis: An Introduction,Qualitative Data Analysis: An Introduction,eng,4.05,https://images.gr-assets.com/books/1452421544m/51543.jpg,https://images.gr-assets.com/books/1452421544s/51543.jpg
1114,online," Ivan Marin, Ankit Shukla, et al.",Microsoft Excel Data Analysis and Business Modeling (Business Skills),Microsoft Excel Data Analysis and Business Modeling (Business Skills),eng,4.13,https://images.gr-assets.com/books/1344433351m/154535.jpg,https://images.gr-assets.com/books/1344433351s/154535.jpg
1115,online, Jordan Morrow,Applied Categorical and Count Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),Applied Categorical and Count Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),en-US,3.89,https://images.gr-assets.com/books/1324425254m/11332341.jpg,https://images.gr-assets.com/books/1324425254s/11332341.jpg
1116,online, Jeff Owen,"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures","The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures",eng,4,https://images.gr-assets.com/books/1334454142m/4413325.jpg,https://images.gr-assets.com/books/1334454142s/4413325.jpg
1117,online,,Bioinformatics Data Skills: Reproducible and Robust Research with Open Source Tools,Bioinformatics Data Skills: Reproducible and Robust Research with Open Source Tools,eng,3.72,https://images.gr-assets.com/books/1354544545m/5452.jpg,https://images.gr-assets.com/books/1354544545s/5452.jpg
1118,online, Patrik Borosch,Big Data Analysis with Python: Combine Spark and Python to unlock the powers of parallel computing and machine learning,Big Data Analysis with Python: Combine Spark and Python to unlock the powers of parallel computing and machine learning,eng,3.74,https://images.gr-assets.com/books/1342442435m/4543413.jpg,https://images.gr-assets.com/books/1342442435s/4543413.jpg
1119,online, Andrew J. Nash,Be Data Literate: The Data Literacy Skills Everyone Needs To Succeed,Be Data Literate: The Data Literacy Skills Everyone Needs To Succeed,eng,4,https://images.gr-assets.com/books/1355542344m/13542.jpg,https://images.gr-assets.com/books/1355542344s/13542.jpg
